"isg_osm_id","conn_isg_osm_id","cur_fc","conn_fc","highway_id","conn_highway_id","countyid","conn_countyid","region","conn_region","roadwaytype_id","conn_roadwaytype_id","conn_count","conn_ncc_pcc","cur_lanes","conn_lanes","cur_maxspeed","conn_maxspeed","cur_final_place","conn_final_place","volume","conn_volume","conn_tag"
183794608001,183794608002,2,2,3,3,83,82,11,11,10,10,2,1,3,3,25,25,city,city,1701,-1,next
600335285001,600335287002,2,2,4,3,87,87,8,8,16,10,1,2,1,2,40,40,town,town,70,-1,prev
20130173001,999899643376001,2,3,4,5,60,60,2,2,16,1,1,2,1,1,55,55,town,town,16,-1,prev
999035818001,90086357001,1,1,1,1,83,83,11,11,10,10,1,2,3,3,50,50,city,city,2702,2917,prev
44413107002,44413107001,1,1,1,1,79,79,8,8,10,10,1,2,3,3,55,55,locality,locality,3172,3898,prev
20093494001,999357482423001,3,3,6,5,65,65,2,2,16,1,1,2,1,1,25,30,village,village,95,625,prev
248258681001,248258681002,1,1,1,1,78,78,11,11,10,10,2,1,2,2,50,50,city,city,1438,1182,next
20149442001,20130329001,1,1,1,2,60,60,2,2,10,16,2,1,2,1,55,40,city,city,277,-1,next
99920250058003,99920250058004,3,3,5,5,94,94,10,10,1,1,1,2,2,2,40,40,locality,locality,369,-1,prev
20176629001,1039672182001,1,1,2,1,94,94,10,10,16,10,1,2,1,5,40,55,village,village,390,4775,prev
110998107001,24133319001,1,1,1,2,34,34,5,5,10,16,2,1,2,1,55,25,city,city,3828,546,next
5632302001,857826312001,1,3,2,5,81,81,1,1,16,10,1,2,1,1,55,55,town,town,23,-1,prev
99945088398001,999357482423001,3,3,5,5,65,65,2,2,1,1,1,2,1,1,30,30,village,village,607,625,prev
20118196001,20120496001,1,1,2,2,55,55,3,3,16,16,1,2,1,2,40,45,town,town,374,-1,prev
949726434001,122738255001,1,1,1,1,83,83,11,11,10,10,2,1,4,2,50,50,city,city,5475,2540,next
38226403002,112256454001,1,1,1,2,34,34,5,5,13,19,2,1,2,1,65,45,town,town,1104,-1,next
222080668001,40535310001,2,1,3,2,94,94,10,10,10,16,2,1,3,2,55,55,locality,locality,2403,1854,next
305640336001,5700358001,1,1,2,2,83,83,11,11,16,16,1,2,1,1,25,25,city,city,328,1135,prev
20134215001,165262364002,1,1,2,1,60,60,2,2,16,10,1,2,1,2,25,55,city,city,590,-1,prev
5700178001,5704965003,1,3,2,5,83,83,11,11,16,10,1,2,1,3,25,25,city,city,335,712,prev
51319605006,51319605007,2,2,3,3,87,87,8,8,10,10,2,1,2,2,45,45,town,town,1151,996,next
1046175254001,1046397533001,1,1,1,1,92,92,10,10,10,10,2,1,4,3,55,55,locality,locality,5498,5099,next
998385064470001,234192953001,3,3,5,6,91,91,1,1,1,16,2,1,2,1,30,30,city,city,836,151,next
964875852001,964875851001,1,1,1,1,82,82,11,11,10,10,2,1,4,4,50,50,city,city,3045,2026,next
82506973002,82506973003,3,3,5,5,35,35,5,5,10,10,2,1,2,2,55,55,city,city,531,450,next
24174835001,124701909002,3,3,6,5,79,79,8,8,16,10,1,2,1,2,25,55,locality,locality,52,894,prev
25734611001,25734611002,3,3,5,5,83,83,11,11,10,10,2,1,3,3,25,25,city,city,1288,-1,next
45277376003,45277376002,1,1,1,1,60,60,2,2,10,10,1,2,2,2,55,55,town,town,664,769,prev
25837279002,25837279003,2,2,3,3,34,34,5,5,10,10,2,1,2,2,30,30,city,city,1228,1163,next
12293666002,12293666001,3,3,5,5,34,34,5,5,10,10,1,2,2,2,45,45,town,town,1214,1444,prev
76888244001,76888007001,1,1,2,2,36,36,5,5,16,18,1,2,1,1,25,25,town,city,55,-1,prev
117697253001,117697257001,1,1,2,2,49,49,6,6,16,16,2,1,1,1,25,25,town,town,281,-1,next
1028283171001,568563363001,2,2,3,3,94,94,10,10,10,10,2,1,3,2,55,55,locality,locality,822,601,next
32131901003,32131901004,1,1,1,1,92,92,10,10,10,10,2,1,3,3,55,55,locality,locality,2318,1967,next
87105730002,87105730003,1,1,1,1,92,92,10,10,10,10,2,1,3,3,55,55,town,town,2205,2043,next
24117049001,32131901002,1,1,2,1,92,92,10,10,16,10,1,2,1,3,25,55,locality,locality,65,2383,prev
124369966001,321724607001,1,1,1,1,55,55,3,3,10,10,1,2,2,3,65,65,town,town,1902,2542,prev
68668545001,9852465001,1,1,2,2,89,89,11,11,16,16,1,2,2,2,25,25,city,city,1089,1758,prev
45791720002,45791720001,1,1,1,1,42,42,4,4,10,10,1,2,3,3,55,55,neighbourhood,neighbourhood,1923,2655,prev
24117684001,305590010001,1,1,2,2,92,94,10,10,16,16,2,1,1,1,25,25,town,unknown,700,227,next
20174257001,20176496001,1,1,2,2,66,66,9,9,16,16,2,1,1,1,45,45,town,town,163,-1,next
28772144001,61135013004,1,1,2,1,92,92,10,10,16,10,1,2,1,3,25,55,town,town,398,-1,prev
99952010629004,99952010629005,3,3,5,5,66,66,9,9,1,1,1,2,1,1,30,30,village,village,290,-1,prev
13059299001,40420921001,1,1,2,1,43,43,6,6,16,10,1,2,1,2,25,65,village,village,274,720,prev
25563998001,989387174001,1,3,2,5,82,82,11,11,16,10,1,2,1,1,25,25,city,city,500,704,prev
38653858002,38653858001,1,1,1,1,41,41,4,4,10,10,1,2,2,2,65,65,town,town,374,466,prev
999767372817001,9991007811374001,3,3,5,5,84,84,11,11,1,1,1,2,1,1,25,25,neighbourhood,neighbourhood,602,-1,prev
20084422001,196947433001,1,1,2,1,74,74,1,1,19,13,1,2,1,2,25,65,town,town,75,-1,prev
20101713001,323059549001,1,1,2,1,65,65,2,2,16,13,1,2,1,3,25,65,town,town,124,724,prev
38624659002,38624659003,1,1,1,1,33,33,5,5,10,10,2,1,2,2,65,65,town,town,320,229,next
799505611001,5669595001,3,3,5,5,84,84,11,11,12,10,2,1,5,2,25,25,city,neighbourhood,3034,-1,next
1052924167001,1052924166001,1,1,1,1,94,94,10,10,10,10,2,1,4,4,55,55,locality,locality,4565,4055,next
177720471007,177720471006,1,1,1,1,65,65,2,2,10,10,1,2,2,2,65,65,town,town,744,823,prev
99842000816004,99842000816003,3,3,5,5,61,61,7,7,1,1,1,2,1,1,30,30,village,village,364,-1,prev
32395510001,42135625002,1,1,2,2,71,71,8,8,19,19,1,2,1,3,45,45,town,town,619,1612,prev
663599208001,510570017001,1,1,2,2,71,71,8,8,16,16,2,1,1,1,25,25,town,town,475,-1,next
9991033580159001,182626112001,1,1,2,2,90,90,8,8,6,16,1,2,1,1,25,25,town,town,118,-1,prev
958196001001,987650612001,1,1,1,1,89,89,11,11,10,10,2,1,3,3,50,50,city,city,3085,-1,next
999796874730004,999796874730005,3,3,5,5,94,94,10,10,1,1,1,2,1,1,40,40,locality,locality,469,-1,prev
12719207001,243726372003,1,1,2,1,57,57,9,9,16,10,1,2,1,2,40,65,town,town,59,623,prev
998672571988001,618127234001,3,3,5,6,42,42,4,4,1,16,2,1,2,1,30,25,city,city,480,-1,next
120084180001,420566838001,1,1,2,2,89,89,11,11,16,16,1,2,3,4,25,25,city,city,351,407,prev
23746979001,23746978001,1,1,1,2,42,42,4,4,10,16,2,1,2,1,65,45,town,town,1755,355,next
32132675001,30423512001,1,1,1,1,92,92,10,10,10,12,1,2,3,3,55,55,village,village,1291,1634,prev
46818459001,5673900001,1,1,1,2,82,82,11,11,10,16,2,1,3,1,45,20,city,city,3649,711,next
50330870003,50330870002,1,1,1,1,92,92,10,10,10,10,1,2,3,3,55,55,town,town,4426,4929,prev
1032967030001,20647085001,3,3,6,6,38,38,4,4,16,16,1,2,1,1,45,45,town,town,8,-1,prev
38716466001,20110403001,1,1,1,2,42,42,4,4,10,16,2,1,3,1,55,40,town,town,1810,448,next
183813895011,183813895010,3,3,5,5,94,94,10,10,10,10,1,2,2,2,35,35,locality,locality,1032,-1,prev
12720096001,40118593002,1,1,2,1,57,57,9,9,16,10,1,2,1,2,25,65,village,town,89,275,prev
374234171002,374234180001,2,2,3,3,87,87,8,8,10,10,2,1,2,2,50,45,town,town,2978,2227,next
40116068002,40116068003,1,1,1,1,66,66,9,9,10,10,2,1,2,2,65,65,town,town,544,377,next
998172847091009,998172847091008,3,3,5,5,70,70,2,2,1,1,1,2,1,1,55,55,town,town,52,-1,prev
183364842001,38765970002,1,1,2,1,88,88,8,8,16,10,1,2,1,2,25,55,town,town,1531,-1,prev
196116984001,998664903778001,3,3,5,6,84,84,11,11,10,6,2,1,3,1,25,25,neighbourhood,neighbourhood,592,-1,next
38939018001,38939018002,1,1,1,1,83,92,11,10,10,10,2,1,3,3,50,55,locality,locality,4856,-1,next
8119510001,1018268017001,3,3,6,5,89,89,11,11,16,12,1,2,1,3,25,25,city,city,1181,2197,prev
999914277608001,999672779335001,3,3,5,5,42,42,4,4,1,1,2,1,2,2,40,40,town,town,723,-1,next
13068348001,836614869003,1,1,2,1,43,43,6,6,16,10,1,2,1,2,55,65,town,town,229,728,prev
40118166001,40118166002,1,1,1,1,66,66,9,9,10,10,2,1,2,2,55,55,hamlet,hamlet,173,146,next
222788130003,222788130002,3,3,5,5,78,78,11,11,10,10,1,2,3,3,30,30,city,city,817,-1,prev
998737690738003,998737690738004,3,3,5,5,82,82,11,11,1,1,2,1,1,1,25,25,city,city,383,32,next
380128149001,20117959001,1,1,1,2,55,55,3,3,10,16,2,1,2,1,65,40,town,town,2310,-1,next
40337372001,20052404001,1,1,1,2,49,49,6,6,10,16,2,1,2,1,65,25,town,town,1201,251,next
1044682701001,1044682700001,1,1,1,1,87,87,8,8,10,10,2,1,4,3,55,55,city,city,4599,4079,next
958779904001,5696004001,1,1,1,2,89,89,11,11,10,16,2,1,3,1,50,55,city,city,4725,1586,next
194331459003,945360091001,2,2,3,3,94,94,10,10,10,10,2,1,2,2,45,45,village,village,909,-1,next
1049595239001,45209119001,1,1,2,2,89,89,11,11,16,16,1,2,1,1,25,25,city,city,492,566,prev
12279148001,89946101005,1,1,2,1,34,34,5,5,16,10,1,2,1,2,40,65,town,town,97,1618,prev
99985688311001,85688314001,3,3,6,6,34,34,5,5,6,16,1,2,1,1,45,45,hamlet,hamlet,21,-1,prev
13061156001,40420876001,1,1,2,1,43,43,6,6,16,10,1,2,1,2,55,65,town,town,26,893,prev
5643119001,374433056001,1,1,2,1,76,76,1,1,19,13,1,2,1,2,55,65,town,town,146,-1,prev
122738331005,122738331004,1,1,1,1,94,94,10,10,10,10,1,2,2,2,55,55,locality,locality,1001,1928,prev
32151167002,32151167001,1,1,1,1,94,94,10,10,10,10,1,2,2,2,55,55,locality,locality,1379,1943,prev
48963037001,48963037002,1,1,1,1,94,94,10,10,10,10,2,1,2,2,55,55,locality,locality,2013,-1,next
50330870002,24114172001,1,1,1,2,92,92,10,10,10,16,2,1,3,1,55,40,town,town,4929,503,next
38293274005,20183798001,1,1,1,2,94,94,10,10,10,16,2,1,3,1,55,25,locality,locality,5747,538,next
50045069001,5695986001,1,1,1,2,89,89,11,11,10,16,2,1,3,1,50,25,city,city,3138,-1,next
35972019001,20094652001,1,1,1,2,51,51,7,7,10,16,2,1,2,1,65,25,village,village,581,-1,next
12721363001,139807449001,1,3,2,5,57,57,9,9,16,10,1,2,1,2,40,45,village,village,170,-1,prev
542167675001,542167675002,3,3,5,5,82,82,11,11,10,10,2,1,3,3,25,25,city,city,1846,-1,next
87105636002,24114450001,1,1,1,2,92,92,10,10,10,16,2,1,3,2,55,25,town,town,4659,152,next
482569127001,482569125001,3,3,5,5,82,82,11,11,10,10,1,2,3,3,25,25,city,city,1029,-1,prev
669411779001,5642772001,2,2,3,3,76,76,1,1,10,10,2,1,1,1,30,20,city,city,634,959,next
175164927001,5699537001,1,3,2,5,89,89,11,11,16,10,1,2,1,1,25,25,city,city,173,-1,prev
999649210305032,999649210305031,3,3,5,5,34,34,5,5,1,1,2,1,1,1,30,30,city,city,606,-1,next
959699230001,959699229001,1,1,1,1,89,89,11,11,10,10,2,1,3,3,50,50,city,city,3799,3435,next
25493635001,38508246001,1,1,2,2,83,83,11,11,18,16,2,1,3,1,25,25,city,city,3515,2635,next
321177946001,43149222001,1,1,1,1,55,55,3,3,10,10,1,2,3,3,65,65,town,town,1500,-1,prev
958198909001,958198908001,1,1,1,1,83,83,11,11,10,10,2,1,3,2,50,50,city,city,2551,2018,next
247936324001,949732689001,1,1,1,1,83,83,11,11,10,10,2,1,4,3,50,50,city,city,4580,-1,next
32039526001,32039526002,2,2,3,3,94,94,10,10,10,10,2,1,3,3,55,55,locality,locality,1929,-1,next
5674191001,959024722001,1,1,2,1,82,82,11,11,16,10,1,2,1,3,40,45,city,city,1082,3817,prev
420392132003,420392132002,3,3,5,5,83,83,11,11,10,10,1,2,3,3,25,25,city,city,946,-1,prev
24116514001,977112796001,1,1,2,2,83,83,11,11,16,16,1,2,1,2,25,25,locality,city,445,2532,prev
20179440001,1052912771001,1,1,2,1,94,94,10,10,16,10,1,2,1,4,55,55,locality,locality,162,4551,prev
141106383001,489669423001,3,3,6,5,89,89,11,11,16,10,1,2,2,3,25,25,city,city,533,674,prev
958104452001,958104451001,1,1,1,1,82,82,11,11,10,10,1,2,3,4,45,45,city,city,3351,3960,prev
563980462001,49527850001,1,1,2,1,87,87,8,8,16,10,1,2,1,3,40,55,town,town,38,-1,prev
38653873003,38653873002,1,1,1,1,41,41,4,4,10,10,1,2,2,2,65,65,town,town,398,470,prev
157327132001,20120517001,1,1,1,2,55,55,3,3,10,16,2,1,3,1,65,40,town,town,1510,2,next
667597467001,667597439001,1,1,2,1,87,87,8,8,16,10,1,2,1,3,40,55,town,town,224,-1,prev
50330859001,24118447001,1,1,1,2,92,92,10,10,10,16,2,1,3,1,55,25,town,town,5206,192,next
321724601001,321724594001,1,1,1,1,55,55,3,3,10,10,1,2,2,3,65,65,town,town,1410,1616,prev
33114684001,958204365001,1,1,1,1,84,84,11,11,10,10,1,2,3,3,40,40,neighbourhood,neighbourhood,2081,4416,prev
1014610376001,5700775001,1,1,2,2,83,83,11,11,16,16,1,2,1,2,45,45,city,city,257,-1,prev
8094635001,38765982001,1,1,2,1,88,88,8,8,16,12,1,2,1,2,25,55,town,town,141,-1,prev
993797889001,993797888001,3,3,5,5,84,84,11,11,10,10,2,1,2,2,25,25,neighbourhood,neighbourhood,985,-1,next
38606201001,321177937001,1,1,1,1,55,55,3,3,10,10,2,1,4,3,65,65,locality,locality,2105,1953,next
970245983002,13047534001,1,1,1,2,40,40,6,6,10,16,2,1,2,1,65,25,village,village,137,-1,next
250459598001,344136673001,1,1,1,1,77,77,1,1,13,13,2,1,2,2,65,65,town,town,1479,-1,next
25355805001,658493478001,1,1,2,2,83,83,11,11,16,16,2,1,1,1,25,25,city,city,732,-1,next
42787211001,1040517950001,1,1,2,1,92,92,10,10,16,10,1,2,1,5,55,55,town,village,562,5848,prev
24116948001,30037956010,1,1,2,1,92,92,10,10,16,10,1,2,1,3,55,55,locality,locality,1940,6255,prev
46116441001,541059722001,2,2,4,3,84,84,11,11,19,13,1,2,1,2,25,25,neighbourhood,neighbourhood,455,1153,prev
987652665001,987652664001,1,1,1,1,89,89,11,11,10,10,2,1,3,2,50,50,city,city,2470,2090,next
952434896001,359424154001,1,1,2,2,34,34,5,5,16,16,2,1,2,1,25,25,locality,locality,338,148,next
99820108266002,99820108266001,3,3,5,5,41,41,4,4,1,1,1,2,1,1,30,30,village,village,537,-1,prev
20174552001,183813978002,1,2,2,3,94,94,10,10,16,10,1,2,1,2,55,55,locality,locality,58,-1,prev
20072120002,20072120001,1,1,1,1,57,57,9,9,10,10,1,2,2,2,65,65,town,town,568,-1,prev
909600451001,44368681001,1,1,1,1,49,49,6,6,10,10,2,1,2,2,65,65,town,town,1064,933,next
38900469001,120180001003,1,1,2,1,92,92,10,10,16,10,1,2,1,3,55,55,town,town,189,-1,prev
958126554001,947076181001,1,1,1,1,89,89,11,11,10,10,1,2,3,4,50,50,city,city,3734,4807,prev
67973857001,854810072001,1,1,2,1,77,77,1,1,16,10,1,2,2,3,55,55,city,city,1264,2441,prev
12810936002,12810936001,1,1,2,2,34,34,5,5,16,16,1,2,1,1,45,45,town,town,102,-1,prev
182690814001,997383382001,1,1,2,1,83,83,11,11,16,10,1,2,1,4,25,50,city,city,411,-1,prev
999127700887001,99920156927041,2,2,3,3,53,53,3,3,1,1,2,1,1,1,55,55,town,town,154,-1,next
46817016001,420572464001,1,1,2,2,82,82,11,11,16,16,2,1,2,2,25,25,city,city,345,-1,next
900011076001,20110284001,1,1,1,2,42,42,4,4,10,16,2,1,3,1,55,25,town,town,3388,229,next
46352244001,45412445001,1,1,1,1,89,89,11,11,10,10,1,2,2,3,50,50,city,city,2683,-1,prev
321177939001,321177943001,1,1,1,1,55,55,3,3,10,10,1,2,3,3,55,55,city,city,2131,2478,prev
669212015001,50725515001,1,1,1,1,94,94,10,10,10,10,1,2,4,5,55,55,locality,locality,3176,4049,prev
20111062001,900011075001,1,1,2,1,42,42,4,4,16,10,1,2,1,3,40,55,town,town,309,5182,prev
20181493001,32212845001,2,2,4,3,94,94,10,10,16,10,1,2,1,3,40,45,locality,locality,591,1888,prev
551956323001,524543617001,3,3,6,5,83,83,11,11,16,10,1,2,1,3,25,25,neighbourhood,neighbourhood,206,2280,prev
20137171003,20134850001,2,1,3,2,60,60,2,2,10,16,2,1,2,1,40,25,city,city,724,-1,next
295266051001,295266054001,3,3,5,5,55,55,3,3,10,10,2,1,4,2,40,40,village,village,1051,-1,next
37855559001,37855536002,1,1,2,1,76,76,1,1,18,12,1,2,1,3,20,55,city,city,731,1442,prev
4350449001,139470173003,1,1,2,1,34,34,5,5,16,10,1,2,2,2,25,55,locality,locality,1720,2948,prev
296440138001,999339479962001,1,1,2,2,48,48,3,3,19,8,2,1,1,1,25,25,town,town,457,-1,next
20113942001,323059476001,1,1,2,1,70,70,2,2,19,13,1,2,1,3,25,65,city,city,117,-1,prev
43249972001,43249973001,1,1,1,1,55,55,3,3,12,10,2,1,4,3,65,65,town,town,2277,2134,next
38902325001,38902355001,1,1,2,2,83,83,11,11,16,16,2,1,2,1,25,25,city,city,2503,732,next
21085815001,21085296003,1,1,2,2,34,34,5,5,16,16,1,2,1,1,45,45,town,town,116,435,prev
92360162001,25355630001,1,1,1,2,83,83,11,11,10,16,2,1,3,1,45,40,city,city,2152,242,next
345094113001,45405933001,1,1,1,2,52,52,3,3,10,16,2,1,2,1,55,25,village,village,1181,40,next
139306563001,20114268001,3,3,5,6,70,70,2,2,10,16,2,1,2,1,55,40,city,city,600,126,next
24115845001,24116642001,1,1,2,2,92,92,10,10,16,16,2,1,1,1,45,45,town,town,727,420,next
8608691001,968394732001,1,1,1,1,84,84,11,11,10,10,2,1,3,3,40,40,neighbourhood,neighbourhood,3986,3546,next
1049319826001,24117616001,1,1,1,2,92,92,10,10,10,16,2,1,3,1,55,55,town,town,6445,466,next
998590870508003,998590870508002,3,3,5,5,57,57,9,9,1,1,1,2,1,1,30,30,city,city,223,-1,prev
425374340002,425374340001,1,1,1,1,94,94,10,10,10,10,1,2,2,2,55,55,locality,locality,843,953,prev
669264701001,5610624001,1,1,1,2,91,91,1,1,10,16,2,1,3,1,65,25,town,town,1026,-1,next
49861816001,20127972001,1,1,1,2,55,55,3,3,10,16,2,1,3,2,65,65,town,town,2461,1792,next
53143716001,32135750001,3,3,5,5,92,92,10,10,10,12,1,2,2,3,30,30,village,village,812,1406,prev
40420911002,378920799001,1,1,1,2,43,43,6,6,10,16,2,1,2,1,65,25,village,village,489,171,next
25562077001,432550259002,1,2,2,3,84,84,11,11,18,12,1,2,2,2,30,30,neighbourhood,neighbourhood,2251,3732,prev
20110304001,38716498001,1,1,2,1,42,42,4,4,18,12,1,2,1,2,25,55,town,town,161,266,prev
32075708004,766235927001,3,3,5,6,94,94,10,10,10,16,2,1,2,1,40,40,locality,locality,754,-1,next
23470889001,999953561636002,2,2,4,4,87,87,8,8,16,6,2,1,1,1,45,25,village,village,8,-1,next
665436037002,20042240001,1,1,2,2,33,33,5,5,16,16,2,1,2,1,25,25,town,town,177,71,next
121501104001,12721634001,1,1,1,2,57,57,9,9,10,16,2,1,2,1,65,25,town,town,300,41,next
126358425001,1030822348004,2,2,3,3,94,94,10,10,10,10,1,2,2,3,55,40,locality,locality,1296,3584,prev
23468290001,49537640001,1,1,2,1,87,87,8,8,16,10,1,2,1,3,20,55,town,town,149,-1,prev
999666527565001,999666480756001,3,3,5,5,87,87,8,8,1,1,1,3,1,1,40,40,city,city,224,-1,prev
67966859001,183813987019,1,2,2,3,94,94,10,10,16,10,1,2,1,2,40,45,locality,locality,1255,-1,prev
13008354001,13008302001,1,1,2,2,49,49,6,6,16,16,2,1,1,1,25,25,city,city,754,-1,next
9981033609727001,9981033609728001,2,2,3,3,92,92,10,10,1,1,1,2,1,1,55,55,town,town,172,208,prev
669207513001,998668994503001,2,2,3,4,94,94,10,10,10,6,2,1,2,1,40,40,locality,locality,401,-1,next
23469859001,998352796549001,2,2,4,3,87,87,8,8,16,1,1,2,1,1,45,45,city,city,34,-1,prev
5705000001,359001918001,1,1,2,2,83,83,11,11,16,16,2,1,1,1,25,25,city,city,439,-1,next
20180847001,42782887002,1,1,2,1,94,94,10,10,16,10,1,2,1,4,55,55,locality,locality,168,6348,prev
182690829001,1001320349001,1,1,2,1,83,83,11,11,16,10,1,2,1,3,25,50,city,city,255,-1,prev
122625672001,959740988001,1,1,1,1,82,82,11,11,12,12,2,1,3,3,45,45,city,city,3414,2889,next
30033953002,30033953001,1,1,1,1,94,94,10,10,10,10,1,2,2,2,55,55,locality,locality,3031,3586,prev
99868295559002,99868295559001,3,3,5,5,65,65,2,2,1,1,1,2,1,1,30,30,village,village,368,-1,prev
38653841003,379089122001,1,1,1,2,43,43,6,6,10,16,2,1,2,1,65,55,town,town,381,-1,next
67475504001,322742396001,1,1,2,1,50,50,3,3,16,13,1,2,1,3,25,65,town,town,152,1169,prev
469118577001,45183268001,1,1,1,1,89,89,11,11,10,10,2,1,3,3,50,50,city,city,4107,3301,next
247570669002,247570669003,1,1,1,1,77,77,1,1,10,10,2,1,3,3,55,55,town,village,5007,-1,next
221335618002,221335618001,2,2,3,3,82,82,11,11,10,10,1,2,3,3,30,30,city,city,1127,-1,prev
5699940001,959046735001,1,1,2,1,83,83,11,11,16,10,1,2,1,5,25,50,city,city,779,-1,prev
44876935001,31290623001,2,2,4,3,88,88,8,8,16,10,1,2,1,2,40,55,town,town,123,-1,prev
32130060002,32130060001,1,1,2,2,92,92,10,10,16,16,1,2,1,1,25,25,village,town,473,462,prev
674154685003,20110621001,1,1,1,2,42,42,4,4,10,16,2,1,3,1,55,45,town,town,3548,1234,next
20618021001,34366591001,1,1,2,1,80,80,1,1,16,10,1,2,1,3,40,65,town,town,359,1246,prev
37719901001,248977613004,1,1,2,2,76,76,1,1,16,16,1,2,1,2,25,55,town,town,7,-1,prev
1043341877001,135856636001,3,3,5,5,83,83,11,11,10,10,2,1,3,3,25,25,city,city,1006,-1,next
998221599847002,998542167670001,3,3,5,5,82,82,11,11,1,1,2,1,1,1,25,25,city,city,909,1036,next
312864473003,420552334001,3,3,5,5,92,92,10,10,10,10,2,1,1,1,30,30,village,village,724,-1,next
998167922076001,998167922072001,3,3,5,5,84,84,11,11,1,1,1,2,1,1,25,25,neighbourhood,neighbourhood,356,576,prev
46738971001,92360165001,1,1,2,2,83,83,11,11,16,16,2,1,2,1,25,25,city,city,408,220,next
345094113001,345094113002,1,1,1,1,52,52,3,3,10,10,2,1,2,2,55,55,village,village,1181,-1,next
50761062001,669246290001,3,3,5,5,77,77,1,1,10,10,1,2,2,2,45,45,town,town,1415,-1,prev
420341606001,420341608001,3,3,5,5,82,82,11,11,10,10,2,1,3,2,25,25,city,city,1525,431,next
38655371001,38655382001,1,1,2,1,42,42,4,4,16,10,1,2,1,3,25,55,city,city,630,4748,prev
91972737001,24113249001,1,1,1,2,92,92,10,10,10,16,2,1,5,1,55,55,locality,locality,6233,385,next
987659805001,122297541001,1,1,1,2,89,89,11,11,10,16,2,1,4,1,50,25,city,city,3286,203,next
46786488001,46774534001,3,3,6,5,82,82,11,11,16,10,1,2,1,3,25,25,city,city,78,-1,prev
797654752001,191304176001,1,1,1,1,82,82,11,11,10,10,2,1,3,2,45,45,city,city,3056,2427,next
564144888001,33244693001,1,1,2,2,77,77,1,1,16,16,2,1,1,1,45,45,city,city,1008,489,next
49607821002,49607821003,3,3,5,5,43,43,6,6,10,10,2,1,1,1,35,35,town,town,413,-1,next
46673710001,20110242001,1,1,1,2,42,42,4,4,10,16,2,1,3,1,55,25,city,city,2321,464,next
40118589002,40118589003,1,1,1,1,57,57,9,9,10,10,2,1,2,2,65,65,village,town,269,-1,next
23464934001,23471792001,1,3,2,5,87,87,8,8,16,10,1,2,1,2,40,35,locality,locality,476,1375,prev
118097911003,23724041001,1,1,1,2,35,35,5,5,10,16,2,1,2,1,65,25,town,city,1349,-1,next
32935107001,958203289001,1,1,1,1,84,84,11,11,12,12,1,2,2,3,40,40,neighbourhood,neighbourhood,1409,2053,prev
20167118010,998113262576001,2,2,3,4,47,47,6,6,10,6,2,1,2,1,55,55,town,town,151,-1,next
5695843001,950287641001,1,1,2,1,89,89,11,11,16,10,1,2,2,5,25,50,city,city,407,4126,prev
124776884001,124776870001,3,3,6,5,70,70,2,2,18,12,1,2,1,3,25,55,city,city,7,728,prev
998923101177001,923101173001,3,1,5,2,34,34,5,5,1,16,2,1,1,1,55,55,town,town,23,-1,next
465062259002,465062259001,2,2,3,3,94,94,10,10,10,10,1,2,2,2,55,55,locality,locality,1176,-1,prev
1033378724001,1033378720001,3,3,5,5,94,94,10,10,10,10,2,1,1,2,40,40,locality,locality,704,-1,next
994844658001,38939189001,1,1,1,2,83,83,11,11,10,16,2,1,4,1,50,25,city,city,5056,200,next
24113258001,91536504001,1,1,2,1,92,92,10,10,16,12,1,2,1,4,25,55,village,village,618,6019,prev
904859352006,20111073001,3,1,5,2,42,42,4,4,10,16,2,1,3,1,40,45,town,town,1684,616,next
40420867002,636770099001,1,1,1,2,43,43,6,6,10,16,2,1,2,1,65,25,town,town,978,-1,next
31679706001,31680463001,1,1,1,2,34,34,5,5,12,18,2,1,2,1,55,55,city,city,707,-1,next
38523567001,46892621001,2,2,4,3,83,83,11,11,16,10,1,2,1,2,45,35,city,city,185,-1,prev
533072697001,533072698001,1,1,2,2,94,94,10,10,16,16,2,1,3,1,25,55,locality,locality,843,-1,next
340365494001,20119419001,1,1,1,2,55,55,3,3,10,16,2,1,4,1,65,25,town,town,3683,448,next
5700752001,958862992001,1,1,2,1,83,83,11,11,18,12,1,2,1,4,25,50,city,city,1176,-1,prev
33115927001,538794277001,1,1,1,2,84,84,11,11,10,16,2,1,4,1,40,45,neighbourhood,neighbourhood,2876,-1,next
167309264001,167352616001,1,1,1,2,94,94,10,10,12,16,2,1,3,1,55,55,locality,locality,3622,-1,next
99920115821002,99920115821001,3,3,5,5,42,42,4,4,1,1,2,1,1,1,30,30,city,city,680,-1,next
1025097976001,978624087001,1,2,2,4,94,94,10,10,16,16,2,1,2,1,55,40,locality,locality,599,-1,next
1044700779001,1046413615001,1,1,1,1,94,94,10,10,10,10,1,2,3,4,55,55,locality,locality,4122,-1,prev
23466504001,44383681003,1,1,2,1,87,87,8,8,16,10,1,2,1,3,40,65,town,town,538,-1,prev
1028500528001,92031239005,1,1,2,1,94,94,10,10,16,10,1,2,1,3,55,55,locality,locality,54,1030,prev
46841058001,117596246001,1,1,2,1,82,82,11,11,16,10,1,2,1,4,55,50,city,city,699,4132,prev
994844657001,994844658001,1,1,1,1,83,83,11,11,10,10,1,2,3,4,50,50,city,city,4856,5056,prev
178904876001,335614531001,1,1,2,2,70,70,2,2,19,19,2,1,1,1,30,30,city,city,577,439,next
